Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number
TYM22PUF;journalArticle;2023;"Cao, Xueli; Xiao, Yu; Huiting, Erin; Cao, Xujun; Li, Dong; Ren, Jie; Guan, Linlin; Wang, Yu; Li, Lingyin; Bondy-Denomy, Joseph; Feng, Yue";Phage anti-CBASS protein simultaneously sequesters cyclic trinucleotides and dinucleotides;bioRxiv;;;10.1101/2023.06.01.543220;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10312549/;CBASS is a common anti-phage immune system that uses cyclic oligonucleotide signals to activate effectors and limit phage replication. In turn, phages encode anti-CBASS (Acb) proteins. We recently uncovered a widespread phage anti-CBASS protein Acb2 that acts as a “sponge” by forming a hexamer complex with three cGAMP molecules. Here, we identified that Acb2 binds and sequesters many CBASS and cGAS-produced cyclic dinucleotides in vitro and inhibits cGAMP-mediated STING activity in human cells. Surprisingly, Acb2 also binds CBASS cyclic trinucleotides 3’3’3’-cyclic AMP-AMP-AMP (cA3) and 3’3’3’-cAAG with high affinity. Structural characterization identified a distinct binding pocket within the Acb2 hexamer that binds two cyclic trinucleotide molecules and another binding pocket that binds to cyclic dinucleotides. Binding in one pocket does not allosterically alter the other, such that one Acb2 hexamer can simultaneously bind two cyclic trinucleotides and three cyclic dinucleotides. Phage-encoded Acb2 provides protection from Type III-C CBASS that uses cA3 signaling molecules in vivo and blocks cA3-mediated activation of the endonuclease effector in vitro. Altogether, Acb2 sequesters nearly all known CBASS signaling molecules through two distinct binding pockets and therefore serves as a broad-spectrum inhibitor of cGAS-based immunity.;01/06/2023;05/08/2024 15:28;05/08/2024 15:28;05/08/2024 15:28;2023.06.01.543220;;;;;bioRxiv;;;;;;;;;;;;;PubMed Central;
7QV8RJB3;preprint;2023;"Li, Dong; Xiao, Yu; Xiong, Weijia; Fedorova, Iana; Wang, Yu; Liu, Xi; Huiting, Erin; Ren, Jie; Gao, Zirui; Zhao, Xingyu; Cao, Xueli; Zhang, Yi; Bondy-Denomy, Joseph; Feng, Yue";Single phage proteins sequester TIR- and cGAS-generated signaling molecules;;;;10.1101/2023.11.15.567273;https://www.biorxiv.org/content/10.1101/2023.11.15.567273v1;Prokaryotic anti-phage immune systems use TIR (toll/interleukin-1 receptor) and cGAS (cyclic GMP-AMP synthase) enzymes to produce 1’’-3’/1’’-2’ glycocyclic ADPR (gcADPR) and cyclid di-/tri-nucleotides (CDNs and CTNs) signaling molecules that limit phage replication, respectively 1–3. However, how phages neutralize these common systems is largely unknown. Here, we show that Thoeris anti-defense proteins Tad1 4 and Tad2 5 both have anti-CBASS activity by simultaneously sequestering CBASS cyclic oligonucleotides. Strikingly, apart from binding Thoeris signals 1’’-3’ and 1’’-2’ gcADPR, Tad1 also binds numerous CBASS CDNs/CTNs with high affinity, inhibiting CBASS systems using these molecules in vivo and in vitro. The hexameric Tad1 has six binding sites for CDNs or gcADPR, which are independent from two high affinity binding sites for CTNs. Tad2 also sequesters various CDNs in addition to gcADPR molecules, inhibiting CBASS systems using these CDNs. However, the binding pockets for CDNs and gcADPR are different in Tad2, whereby a tetramer can bind two CDNs and two gcADPR molecules simultaneously. Taken together, Tad1 and Tad2 are both two-pronged inhibitors that, alongside anti-CBASS protein 2, establish a paradigm of phage proteins that flexibly sequester a remarkable breadth of cyclic nucleotides involved in TIR- and cGAS-based anti-phage immunity.;16/11/2023;05/08/2024 15:28;05/08/2024 15:28;05/08/2024 15:28;;;;;;;;;;;;bioRxiv;;en;© 2023, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/;;;;bioRxiv;
24B7YQXC;journalArticle;2023;"Jenson, Justin M.; Li, Tuo; Du, Fenghe; Ea, Chee-Kwee; Chen, Zhijian J.";Ubiquitin-like conjugation by bacterial cGAS enhances anti-phage defence;Nature;;1476-4687;10.1038/s41586-023-05862-7;https://www.nature.com/articles/s41586-023-05862-7;cGAS is an evolutionarily conserved enzyme that has a pivotal role in immune defence against infection1–3. In vertebrate animals, cGAS is activated by DNA to produce cyclic GMP–AMP (cGAMP)4,5, which leads to the expression of antimicrobial genes6,7. In bacteria, cyclic dinucleotide (CDN)-based anti-phage signalling systems (CBASS) have been discovered8–11. These systems are composed of cGAS-like enzymes and various effector proteins that kill bacteria on phage infection, thereby stopping phage spread. Of the CBASS systems reported, approximately 39% contain Cap2 and Cap3, which encode proteins with homology to ubiquitin conjugating (E1/E2) and deconjugating enzymes, respectively8,12. Although these proteins are required to prevent infection of some bacteriophages8, the mechanism by which the enzymatic activities exert an anti-phage effect is unknown. Here we show that Cap2 forms a thioester bond with the C-terminal glycine of cGAS and promotes conjugation of cGAS to target proteins in a process that resembles ubiquitin conjugation. The covalent conjugation of cGAS increases the production of cGAMP. Using a genetic screen, we found that the phage protein Vs.4 antagonized cGAS signalling by binding tightly to cGAMP (dissociation constant of approximately 30 nM) and sequestering it. A crystal structure of Vs.4 bound to cGAMP showed that Vs.4 formed a hexamer that was bound to three molecules of cGAMP. These results reveal a ubiquitin-like conjugation mechanism that regulates cGAS activity in bacteria and illustrates an arms race between bacteria and viruses through controlling CDN levels.;2023-04;05/08/2024 15:28;05/08/2024 15:28;05/08/2024 15:28;326-331;;7956;616;;;;;;;;;;en;2023 The Author(s);;;;www.nature.com;
2P9KSY5D;journalArticle;2023;"Ho, Peiyin; Chen, Yibu; Biswas, Subarna; Canfield, Ethan; Abdolvahabi, Alireza; Feldman, Douglas E.";Bacteriophage antidefense genes that neutralize TIR and STING immune responses;Cell Reports;;2211-1247;10.1016/j.celrep.2023.112305;;Programmed cell suicide of infected bacteria, known as abortive infection (Abi), serves as an immune defense strategy to prevent the propagation of bacteriophage viruses. Many Abi systems utilize bespoke cyclic nucleotide immune messengers generated upon infection to mobilize cognate death effectors. Here, we identify a family of bacteriophage nucleotidyltransferases (NTases) that synthesize competitor cyclic dinucleotide (CDN) ligands and inhibit TIR NADase effectors activated via a linked STING CDN sensor domain (TIR-STING). Through a functional screen of NTase-adjacent phage genes, we uncover candidate inhibitors of cell suicide induced by heterologous expression of tonically active TIR-STING. Among these, we demonstrate that a virus MazG-like nucleotide pyrophosphohydrolase, Atd1, depletes the starvation alarmone (p)ppGpp, revealing a potential role for the alarmone-activated host toxin MazF as an executioner of TIR-driven Abi. Phage NTases and counterdefenses like Atd1 preserve host viability to ensure virus propagation and represent tools to modulate TIR and STING immune responses.;25/04/2023;05/08/2024 15:28;05/08/2024 15:28;;112305;;4;42;;Cell Rep;;;;;;;;eng;;;;;PubMed;
VVUKV3DS;preprint;2024;"Osterman, Ilya; Samra, Hadar; Rousset, Francois; Loseva, Elena; Itkin, Maxim; Malitsky, Sergey; Yirmiya, Erez; Millman, Adi; Sorek, Rotem";Phages reconstitute NAD+ to counter bacterial immunity;;;;10.1101/2024.02.11.579819;https://www.biorxiv.org/content/10.1101/2024.02.11.579819v1;Bacteria defend against phage infection via a variety of antiphage defense systems. Many defense systems were recently shown to deplete cellular nicotinamide adenine dinucleotide (NAD+) in response to infection, by breaking NAD+ to ADP-ribose (ADPR) and nicotinamide. It was demonstrated that NAD+ depletion during infection deprives the phage from this essential molecule and impedes phage replication. Here we show that a substantial fraction of phages possess enzymatic pathways allowing reconstitution of NAD+ from its degradation products in infected cells. We describe NAD+ reconstitution pathway 1 (NARP1), a two-step pathway in which one enzyme phosphorylates ADPR to generate ADPR-pyrophosphate (ADPR-PP), and the second enzyme conjugates ADPR- PP and nicotinamide to generate NAD+. Phages encoding the NARP1 pathway can overcome a diverse set of defense systems, including Thoeris, DSR1, DSR2, SIR2-HerA, and SEFIR, all of which deplete NAD+ as part of their defensive mechanism. Phylogenetic analyses show that NARP1 is primarily encoded on phage genomes, suggesting a phage- specific function in countering bacterial defenses. A second pathway, NARP2, allows phages to overcome bacterial defenses by building NAD+ via metabolites different than ADPR-PP. Our findings report a unique immune evasion strategy where viruses rebuild molecules depleted by defense systems, thus overcoming host immunity.;13/02/2024;05/08/2024 15:29;05/08/2024 15:29;05/08/2024 15:29;;;;;;;;;;;;bioRxiv;;en;© 2024, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/;;;;bioRxiv;
6SW3TRMI;journalArticle;2013;"Bondy-Denomy, Joe; Pawluk, April; Maxwell, Karen L.; Davidson, Alan R.";Bacteriophage genes that inactivate the CRISPR/Cas bacterial immune system;Nature;;1476-4687;10.1038/nature11723;https://www.nature.com/articles/nature11723;Five classes of phage genes are identified that protect phages from CRISPR-mediated bacterial immunity.;2013-01;05/08/2024 15:29;05/08/2024 15:29;05/08/2024 15:29;429-432;;7432;493;;;;;;;;;;en;2012 Springer Nature Limited;;;;www.nature.com;
CPSX4N9K;journalArticle;2020;"Pinilla-Redondo, Rafael; Shehreen, Saadlee; Marino, Nicole D.; Fagerlund, Robert D.; Brown, Chris M.; Sørensen, Søren J.; Fineran, Peter C.; Bondy-Denomy, Joseph";Discovery of multiple anti-CRISPRs highlights anti-defense gene clustering in mobile genetic elements;Nature Communications;;2041-1723;10.1038/s41467-020-19415-3;https://www.nature.com/articles/s41467-020-19415-3;"Many prokaryotes employ CRISPR–Cas systems to combat invading mobile genetic elements (MGEs). In response, some MGEs have developed strategies to bypass immunity, including anti-CRISPR (Acr) proteins; yet the diversity, distribution and spectrum of activity of this immune evasion strategy remain largely unknown. Here, we report the discovery of new Acrs by assaying candidate genes adjacent to a conserved Acr-associated (Aca) gene, aca5, against a panel of six type I systems: I–F (Pseudomonas, Pectobacterium, and Serratia), I–E (Pseudomonas and Serratia), and I–C (Pseudomonas). We uncover 11 type I–F and/or I–E anti-CRISPR genes encoded on chromosomal and extrachromosomal MGEs within Enterobacteriaceae and Pseudomonas, and an additional Aca (aca9). The acr genes not only associate with other acr genes, but also with genes encoding inhibitors of distinct bacterial defense systems. Thus, our findings highlight the potential exploitation of acr loci neighborhoods for the identification of previously undescribed anti-defense systems.";06/11/2020;05/08/2024 15:29;05/08/2024 15:29;05/08/2024 15:29;5652;;1;11;;Nat Commun;;;;;;;;en;2020 The Author(s);;;;www.nature.com;
8DDTKDDP;preprint;2023;"Samuel, Bruria; Burstein, David";A diverse repertoire of anti-defense systems is encoded in the leading region of plasmids;;;;10.1101/2023.02.15.528439;https://www.biorxiv.org/content/10.1101/2023.02.15.528439v1;Plasmids are an important source of antibiotic-resistance genes that mobilize horizontally between bacteria, including many human pathogens. Bacteria express various defense mechanisms, such as CRISPR-Cas, restriction-modification systems, and SOS-response genes, to prevent the invasion of mobile elements. Yet, plasmids efficiently and robustly overcome these defenses during conjugation. Here, we show that the leading region of plasmids, which is the first to enter recipient cells, is a hotspot for an extensive repertoire of anti-defense systems, encoding anti-CRISPR, anti-restriction, anti-SOS, and other counter-defense proteins. We further demonstrate that focusing on these specific functional regions can lead to the discovery of diverse anti-defense genes. Promoters known to allow expression from ssDNA were prevalent in the leading regions, potentially facilitating rapid protection against bacterial immunity in the early stages of plasmid invasion. These findings reveal a new facet of plasmid dissemination and provide theoretical foundations for developing conjugative delivery systems for natural microbial communities.;16/02/2023;05/08/2024 15:29;05/08/2024 15:29;05/08/2024 15:29;;;;;;;;;;;;bioRxiv;;en;© 2023, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial 4.0 International), CC BY-NC 4.0, as described at http://creativecommons.org/licenses/by-nc/4.0/;;;;bioRxiv;
LVE7E5AP;journalArticle;2020;"Athukoralage, Januka S.; McMahon, Stephen A.; Zhang, Changyi; Grüschow, Sabine; Graham, Shirley; Krupovic, Mart; Whitaker, Rachel J.; Gloster, Tracey M.; White, Malcolm F.";An anti-CRISPR viral ring nuclease subverts type III CRISPR immunity;Nature;;1476-4687;10.1038/s41586-019-1909-5;https://www.nature.com/articles/s41586-019-1909-5;The CRISPR system in bacteria and archaea provides adaptive immunity against mobile genetic elements. Type III CRISPR systems detect viral RNA, resulting in the activation of two regions of the Cas10 protein: an HD nuclease domain (which degrades viral DNA)1,2 and a cyclase domain (which synthesizes cyclic oligoadenylates from ATP)3–5. Cyclic oligoadenylates in turn activate defence enzymes with a CRISPR-associated Rossmann fold domain6, sculpting a powerful antiviral response7–10 that can drive viruses to extinction7,8. Cyclic nucleotides are increasingly implicated in host–pathogen interactions11–13. Here we identify a new family of viral anti-CRISPR (Acr) enzymes that rapidly degrade cyclic tetra-adenylate (cA4). The viral ring nuclease AcrIII-1 is widely distributed in archaeal and bacterial viruses and in proviruses. The enzyme uses a previously unknown fold to bind cA4 specifically, and a conserved active site to rapidly cleave this signalling molecule, allowing viruses to neutralize the type III CRISPR defence system. The AcrIII-1 family has a broad host range, as it targets cA4 signalling molecules rather than specific CRISPR effector proteins. Our findings highlight the crucial role of cyclic nucleotide signalling in the conflict between viruses and their hosts.;2020-01;05/08/2024 15:30;05/08/2024 15:30;05/08/2024 15:30;572-575;;7791;577;;;;;;;;;;en;2020 The Author(s), under exclusive licence to Springer Nature Limited;;;;www.nature.com;
MDZLEFCY;journalArticle;2020;"Samolygo, Aleksei; Athukoralage, Januka S; Graham, Shirley; White, Malcolm F";Fuse to defuse: a self-limiting ribonuclease-ring nuclease fusion for type III CRISPR defence;Nucleic Acids Research;;0305-1048;10.1093/nar/gkaa298;https://doi.org/10.1093/nar/gkaa298;Type III CRISPR systems synthesise cyclic oligoadenylate (cOA) second messengers in response to viral infection of bacteria and archaea, potentiating an immune response by binding and activating ancillary effector nucleases such as Csx1. As these effectors are not specific for invading nucleic acids, a prolonged activation can result in cell dormancy or death. Some archaeal species encode a specialised ring nuclease enzyme (Crn1) to degrade cyclic tetra-adenylate (cA4) and deactivate the ancillary nucleases. Some archaeal viruses and bacteriophage encode a potent ring nuclease anti-CRISPR, AcrIII-1, to rapidly degrade cA4 and neutralise immunity. Homologues of this enzyme (named Crn2) exist in type III CRISPR systems but are uncharacterised. Here we describe an unusual fusion between cA4-activated CRISPR ribonuclease (Csx1) and a cA4-degrading ring nuclease (Crn2) from Marinitoga piezophila. The protein has two binding sites that compete for the cA4 ligand, a canonical cA4-activated ribonuclease activity in the Csx1 domain and a potent cA4 ring nuclease activity in the C-terminal Crn2 domain. The cA4 binding affinities and activities of the two constituent enzymes in the fusion protein may have evolved to ensure a robust but time-limited cOA-activated ribonuclease activity that is finely tuned to cA4 levels as a second messenger of infection.;19/06/2020;05/08/2024 15:30;05/08/2024 15:30;05/08/2024 15:30;6149-6156;;11;48;;Nucleic Acids Research;Fuse to defuse;;;;;;;;;;;;Silverchair;
6JZHBDCJ;journalArticle;2022;"Tesson, Florian; Hervé, Alexandre; Mordret, Ernest; Touchon, Marie; d’Humières, Camille; Cury, Jean; Bernheim, Aude";Systematic and quantitative view of the antiviral arsenal of prokaryotes;Nature Communications;;2041-1723;10.1038/s41467-022-30269-9;https://www.nature.com/articles/s41467-022-30269-9;Bacteria and archaea have developed multiple antiviral mechanisms, and genomic evidence indicates that several of these antiviral systems co-occur in the same strain. Here, we introduce DefenseFinder, a tool that automatically detects known antiviral systems in prokaryotic genomes. We use DefenseFinder to analyse 21000 fully sequenced prokaryotic genomes, and find that antiviral strategies vary drastically between phyla, species and strains. Variations in composition of antiviral systems correlate with genome size, viral threat, and lifestyle traits. DefenseFinder will facilitate large-scale genomic analysis of antiviral defense systems and the study of host-virus interactions in prokaryotes.;10/05/2022;05/08/2024 15:30;05/08/2024 15:30;05/08/2024 15:30;2561;;1;13;;Nat Commun;;;;;;;;en;2022 The Author(s);;;;www.nature.com;
QIKTK344;journalArticle;2023;"Néron, Bertrand; Denise, Rémi; Coluzzi, Charles; Touchon, Marie; Rocha, Eduardo P. C.; Abby, Sophie S.";MacSyFinder v2: Improved modelling and search engine to identify molecular systems in genomes;Peer Community Journal;;2804-3871;10.24072/pcjournal.250;https://peercommunityjournal.org/articles/10.24072/pcjournal.250/;;2023;05/08/2024 15:30;05/08/2024 15:30;05/08/2024 15:30;;;;3;;;MacSyFinder v2;;;;;;;fr;;;;;peercommunityjournal.org;
464NTDL3;journalArticle;1993;"Belogurov, A. A.; Delver, E. P.; Rodzevich, O. V.";Plasmid pKM101 encodes two nonhomologous antirestriction proteins (ArdA and ArdB) whose expression is controlled by homologous regulatory sequences;Journal of Bacteriology;;0021-9193;10.1128/jb.175.15.4843-4850.1993;;The IncN plasmid pKM101 (a derivative of R46) encodes the antirestriction protein ArdB (alleviation of restriction of DNA) in addition to another antirestriction protein, ArdA, described previously. The relevant gene, ardB, was located in the leading region of pKM101, about 7 kb from oriT. The nucleotide sequence of ardB was determined, and an appropriate polypeptide was identified in maxicells of Escherichia coli. Like ArdA, ArdB efficiently inhibits restriction by members of the three known families of type I systems of E. coli and only slightly affects the type II enzyme, EcoRI. However, in contrast to ArdA, ArdB is ineffective against the modification activity of the type I (EcoK) system. Comparison of deduced amino acid sequences of ArdA and ArdB revealed only one small region of similarity (nine residues), suggesting that this region may be somehow involved in the interaction with the type I restriction systems. We also found that the expression of both ardA and ardB genes is controlled jointly by two pKM101-encoded proteins, ArdK and ArdR, with molecular weights of about 15,000 and 20,000, respectively. The finding that the sequences immediately upstream of ardA and ardB share about 94% identity over 218 bp suggests that their expression may be controlled by ArdK and ArdR at the transcriptional level. Deletion studies and promoter probe analysis of these sequences revealed the regions responsible for the action of ArdK and ArdR as regulatory proteins. We propose that both types of antirestriction proteins may play a pivotal role in overcoming the host restriction barrier by self-transmissible broad-host-range plasmids. It seems likely that the ardKR-dependent regulatory system serves in this case as a genetic switch that controls the expression of plasmid-encoded antirestriction functions during mating.;1993-08;05/08/2024 15:31;05/08/2024 15:31;;4843-4850;;15;175;;J Bacteriol;;;;;;;;eng;;;;;PubMed;
FKV35WDF;journalArticle;2024;"Yan, Yuchen; Zheng, Jinfang; Zhang, Xinpeng; Yin, Yanbin";dbAPIS: a database of anti-prokaryotic immune system genes;Nucleic Acids Research;;0305-1048;10.1093/nar/gkad932;https://doi.org/10.1093/nar/gkad932;"Anti-prokaryotic immune system (APIS) proteins, typically encoded by phages, prophages, and plasmids, inhibit prokaryotic immune systems (e.g. restriction modification, toxin-antitoxin, CRISPR-Cas). A growing number of APIS genes have been characterized and dispersed in the literature. Here we developed dbAPIS (https://bcb.unl.edu/dbAPIS), as the first literature curated data repository for experimentally verified APIS genes and their associated protein families. The key features of dbAPIS include: (i) experimentally verified APIS genes with their protein sequences, functional annotation, PDB or AlphaFold predicted structures, genomic context, sequence and structural homologs from different microbiome/virome databases; (ii) classification of APIS proteins into sequence-based families and construction of hidden Markov models (HMMs); (iii) user-friendly web interface for data browsing by the inhibited immune system types or by the hosts, and functions for searching and batch downloading of pre-computed data; (iv) Inclusion of all types of APIS proteins (except for anti-CRISPRs) that inhibit a variety of prokaryotic defense systems (e.g. RM, TA, CBASS, Thoeris, Gabija). The current release of dbAPIS contains 41 verified APIS proteins and ∼4400 sequence homologs of 92 families and 38 clans. dbAPIS will facilitate the discovery of novel anti-defense genes and genomic islands in phages, by providing a user-friendly data repository and a web resource for an easy homology search against known APIS proteins.";05/01/2024;05/08/2024 15:31;05/08/2024 15:31;05/08/2024 15:31;D419-D425;;D1;52;;Nucleic Acids Research;dbAPIS;;;;;;;;;;;;Silverchair;
5H8UVF82;journalArticle;2019;"Mirdita, Milot; Steinegger, Martin; Söding, Johannes";MMseqs2 desktop and local web server app for fast, interactive sequence searches;Bioinformatics (Oxford, England);;1367-4811;10.1093/bioinformatics/bty1057;;SUMMARY: The MMseqs2 desktop and web server app facilitates interactive sequence searches through custom protein sequence and profile databases on personal workstations. By eliminating MMseqs2's runtime overhead, we reduced response times to a few seconds at sensitivities close to BLAST. AVAILABILITY AND IMPLEMENTATION: The app is easy to install for non-experts. GPLv3-licensed code, pre-built desktop app packages for Windows, MacOS and Linux, Docker images for the web server application and a demo web server are available at https://search.mmseqs.com. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.;15/08/2019;05/08/2024 15:32;05/08/2024 15:32;;2856-2858;;16;35;;Bioinformatics;;;;;;;;eng;;;;;PubMed;
PG3HIIG5;journalArticle;2013;"Katoh, Kazutaka; Standley, Daron M.";MAFFT Multiple Sequence Alignment Software Version 7: Improvements in Performance and Usability;Molecular Biology and Evolution;;0737-4038;10.1093/molbev/mst010;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603318/;We report a major update of the MAFFT multiple sequence alignment program. This version has several new features, including options for adding unaligned sequences into an existing alignment, adjustment of direction in nucleotide alignment, constrained alignment and parallel processing, which were implemented after the previous major update. This report shows actual examples to explain how these features work, alone and in combination. Some examples incorrectly aligned by MAFFT are also shown to clarify its limitations. We discuss how to avoid misalignments, and our ongoing efforts to overcome such limitations.;2013-04;05/08/2024 15:32;05/08/2024 15:32;05/08/2024 15:32;772-780;;4;30;;Mol Biol Evol;MAFFT Multiple Sequence Alignment Software Version 7;;;;;;;;;;;;PubMed Central;
2YXWKUBS;journalArticle;2011;Eddy, Sean R.;Accelerated Profile HMM Searches;PLOS Computational Biology;;1553-7358;10.1371/journal.pcbi.1002195;https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1002195;Profile hidden Markov models (profile HMMs) and probabilistic inference methods have made important contributions to the theory of sequence database homology search. However, practical use of profile HMM methods has been hindered by the computational expense of existing software implementations. Here I describe an acceleration heuristic for profile HMMs, the “multiple segment Viterbi” (MSV) algorithm. The MSV algorithm computes an optimal sum of multiple ungapped local alignment segments using a striped vector-parallel approach previously described for fast Smith/Waterman alignment. MSV scores follow the same statistical distribution as gapped optimal local alignment scores, allowing rapid evaluation of significance of an MSV score and thus facilitating its use as a heuristic filter. I also describe a 20-fold acceleration of the standard profile HMM Forward/Backward algorithms using a method I call “sparse rescaling”. These methods are assembled in a pipeline in which high-scoring MSV hits are passed on for reanalysis with the full HMM Forward/Backward algorithm. This accelerated pipeline is implemented in the freely available HMMER3 software package. Performance benchmarks show that the use of the heuristic MSV filter sacrifices negligible sensitivity compared to unaccelerated profile HMM searches. HMMER3 is substantially more sensitive and 100- to 1000-fold faster than HMMER2. HMMER3 is now about as fast as BLAST for protein searches.;20/10/2011;05/08/2024 15:32;05/08/2024 15:32;05/08/2024 15:32;e1002195;;10;7;;PLOS Computational Biology;;;;;;;;en;;;;;PLoS Journals;
VXGTUP9B;journalArticle;2021;"Guo, Jiarong; Bolduc, Ben; Zayed, Ahmed A.; Varsani, Arvind; Dominguez-Huerta, Guillermo; Delmont, Tom O.; Pratama, Akbar Adjie; Gazitúa, M. Consuelo; Vik, Dean; Sullivan, Matthew B.; Roux, Simon";VirSorter2: a multi-classifier, expert-guided approach to detect diverse DNA and RNA viruses;Microbiome;;2049-2618;10.1186/s40168-020-00990-y;https://doi.org/10.1186/s40168-020-00990-y;Viruses are a significant player in many biosphere and human ecosystems, but most signals remain “hidden” in metagenomic/metatranscriptomic sequence datasets due to the lack of universal gene markers, database representatives, and insufficiently advanced identification tools.;01/02/2021;05/08/2024 15:32;05/08/2024 15:32;05/08/2024 15:32;37;;1;9;;Microbiome;VirSorter2;;;;;;;;;;;;BioMed Central;
QXIM5ZZ4;journalArticle;2022;"Néron, Bertrand; Littner, Eloi; Haudiquet, Matthieu; Perrin, Amandine; Cury, Jean; Rocha, Eduardo P. C.";IntegronFinder 2.0: Identification and Analysis of Integrons across Bacteria, with a Focus on Antibiotic Resistance in Klebsiella;Microorganisms;;2076-2607;10.3390/microorganisms10040700;;Integrons are flexible gene-exchanging platforms that contain multiple cassettes encoding accessory genes whose order is shuffled by a specific integrase. Integrons embedded within mobile genetic elements often contain multiple antibiotic resistance genes that they spread among nosocomial pathogens and contribute to the current antibiotic resistance crisis. However, most integrons are presumably sedentary and encode a much broader diversity of functions. IntegronFinder is a widely used software to identify novel integrons in bacterial genomes, but has aged and lacks some useful functionalities to handle very large datasets of draft genomes or metagenomes. Here, we present IntegronFinder version 2. We have updated the code, improved its efficiency and usability, adapted the output to incomplete genome data, and added a few novel functions. We describe these changes and illustrate the relevance of the program by analyzing the distribution of integrons across more than 20,000 fully sequenced genomes. We also take full advantage of its novel capabilities to analyze close to 4000 Klebsiella pneumoniae genomes for the presence of integrons and antibiotic resistance genes within them. Our data show that K. pneumoniae has a large diversity of integrons and the largest mobile integron in our database of plasmids. The pangenome of these integrons contains a total of 165 different gene families with most of the largest families being related with resistance to numerous types of antibiotics. IntegronFinder is a free and open-source software available on multiple public platforms.;24/03/2022;05/08/2024 15:33;05/08/2024 15:33;;700;;4;10;;Microorganisms;IntegronFinder 2.0;;;;;;;eng;;;;;PubMed;
5CISBKND;journalArticle;2020;"Cury, Jean; Abby, Sophie S.; Doppelt-Azeroual, Olivia; Néron, Bertrand; Rocha, Eduardo P. C.";Identifying Conjugative Plasmids and Integrative Conjugative Elements with CONJscan;Methods in Molecular Biology (Clifton, N.J.);;1940-6029;10.1007/978-1-4939-9877-7_19;;We present a computational method to identify conjugative systems in plasmids and chromosomes using the CONJscan module of MacSyFinder. The method relies on the identification of the protein components of the system using hidden Markov model profiles and then checking that the composition and genetic organization of the system is consistent with that expected from a conjugative system. The method can be assessed online using the Galaxy workflow or locally using a standalone software. The latter version allows to modify the models of the module (i.e., to change the expected components, their number, and their organization).CONJscan identifies conjugative systems, but when the mobile genetic element is integrative (ICE), one often also wants to delimit it from the chromosome. We present a method, with a script, to use the results of CONJscan and comparative genomics to delimit ICE in chromosomes. The method provides a visual representation of the ICE location. Together, these methods facilitate the identification of conjugative elements in bacterial genomes.;2020;05/08/2024 15:33;05/08/2024 15:33;;265-283;;;2075;;Methods Mol Biol;;;;;;;;eng;;;;;PubMed;
4C2R3MIP;journalArticle;2021;"Mistry, Jaina; Chuguransky, Sara; Williams, Lowri; Qureshi, Matloob; Salazar, Gustavo A.; Sonnhammer, Erik L. L.; Tosatto, Silvio C. E.; Paladin, Lisanna; Raj, Shriya; Richardson, Lorna J.; Finn, Robert D.; Bateman, Alex";Pfam: The protein families database in 2021;Nucleic Acids Research;;1362-4962;10.1093/nar/gkaa913;;The Pfam database is a widely used resource for classifying protein sequences into families and domains. Since Pfam was last described in this journal, over 350 new families have been added in Pfam 33.1 and numerous improvements have been made to existing entries. To facilitate research on COVID-19, we have revised the Pfam entries that cover the SARS-CoV-2 proteome, and built new entries for regions that were not covered by Pfam. We have reintroduced Pfam-B which provides an automatically generated supplement to Pfam and contains 136 730 novel clusters of sequences that are not yet matched by a Pfam family. The new Pfam-B is based on a clustering by the MMseqs2 software. We have compared all of the regions in the RepeatsDB to those in Pfam and have started to use the results to build and refine Pfam repeat families. Pfam is freely available for browsing and download at http://pfam.xfam.org/.;08/01/2021;05/08/2024 15:33;05/08/2024 15:33;;D412-D419;;D1;49;;Nucleic Acids Res;Pfam;;;;;;;eng;;;;;PubMed;
